file_name,transcription
TEDX_M_096_SPA_0031,y porque no los hacen de plástico como el de la mostaza no enojada
TEDX_M_096_SPA_0032,la idea no era mala ahora son de plástico no mi visión empresarial era muy corta pero e el punto es porque tanto escándalo por un frasco de mermelada
TEDX_M_096_SPA_0033,porque yo veí­a a una niña muy importante para mi mi hija a los siete años
TEDX_M_096_SPA_0034,responsabilizando a otros de sus errores primero el culpable era el frasco después el fabricante
TEDX_M_096_SPA_0035,y lo peor es que la habí­a educado yo si se vuelve traumante el tema e pero el el punto es este ahí­ pensé
TEDX_M_096_SPA_0036,correctamente como le hago para ayudarla en lugar de responder como solemos muchas veces los papás regañando etcétera
TEDX_M_096_SPA_0037,y le empece a hacer preguntas y creo que ahí­ es donde podemos encontrar y descubrí­ yo para mí­ fue una gran revelación talvez e
TEDX_M_096_SPA_0038,para todo mundo era obvio aunque a veces creo que lo obvio es obvio hasta que lo sabes si pero
TEDX_M_096_SPA_0039,preguntas que le ayudan a al gente a tomar una actitud libre que nos ayuda y mi propuesta es esa seis preguntas que nos podemos hacer
TEDX_M_096_SPA_0040,para tomar la actitud correcta ante un reto sea problema o sea resolver un daño
TEDX_M_096_SPA_0041,me di cuenta que a través de unas preguntas muy simples bien hechas estas preguntas determinan
TEDX_M_096_SPA_0042,el enfoque de nuestros pensamientos y mis pensamientos determinan mi actitud
TEDX_M_096_SPA_0043,si yo hací­a las preguntas correctas ayudaba a la gente
TEDX_M_096_SPA_0044,ya feura e en ese momento en el centro de consejerí­a despues en couching empresarial pero ayudaba a la gente a enfocarse
TEDX_M_096_SPA_0045,en ideas pensamientos que produjeran una actitud proactiva resolutiva ante los retos
TEDX_M_096_SPA_0046,en lugar de una actitud que hemos heredado como cultura que yo le llamo de mermelada suicida culpar a otros
TEDX_M_096_SPA_0047,en situaciones en las que yo tengo que ver si y esas preguntas de actitud libre traen varios factores
TEDX_M_096_SPA_0048,y el esquema es muy simple o yo trato de esquematizar así­ funciona mi mente es que acción tengo que hacer yo
TEDX_M_096_SPA_0049,para si yo quiero llevar a alguien ayudarle a enfocarse de una manera que genere la actitud resolutiva que puedo hacer
TEDX_M_096_SPA_0050,para entonces le digo a mi hija a ver mi hijita ese frasco ya no lo resolvemos
TEDX_M_096_SPA_0051,ya no lo resusitamos ni con respiración de boca a tapa ya perdido esta pero que puedes hacer para que no te vuelva a suceder
TEDX_M_096_SPA_0052,hay pues no vendrí­a corriendo ni me hubiera puesto cremita a traí­as crema y vení­as corriendo con el frasco sí­
TEDX_M_096_SPA_0053,entonces que puedes hacer para que no se repita ay pues no me pongo crema y no co y no corro esta pasando algo maravilloso
TEDX_M_096_SPA_0054,en el momento en que ve su participación y que puede hacer empezamos a encontrar soluciones
TEDX_M_096_SPA_0055,aquí­ estan las preguntas que yo propongo las seis preguntas para hacer a mis colaboradores en el trabajo cuando llegan con un reto
TEDX_M_096_SPA_0056,a mis hijos a mis hijas a mis alumnos a mis alumnas y evidentemente a mi mismo a nostros mismos ante un problema
TEDX_M_096_SPA_0057,un obstaculo que puedo hacer para resolver esto no la peor pregunta que el ser humano a inventado o hemos inventado
TEDX_M_096_SPA_0058,por que a mí­ esa es la peor pregunta me lleva a encontrar todos los frascos de mermalada para culpar
TEDX_M_096_SPA_0059,no me ayuda a resolver y no me da una salida
TEDX_M_096_SPA_0060,las preguntas son qué puedo hacer para qué más puedo hacer qué otra cosa puedo hacer para como puedo resolver esto y
TEDX_M_096_SPA_0061,quien puede ayudarme a piensa cualquier problema que sucede si me enfoco en que puedo hacer para
TEDX_M_096_SPA_0062,en lugar de porque no porque a mi de quien fue la culpa eso no resuelve
TEDX_M_096_SPA_0063,que puedo hacer para como lo puedo resolver quien me puede ayudar y en el caso de cuando ya hay daños
TEDX_M_096_SPA_0064,cuando ya traemos consecuencias cuando ya la relación se rompió cuando ya el hijo se fue cuando ya el negocio esta al borde la quiebra
TEDX_M_096_SPA_0065,o cuando ya como jefe esoty en todos los letreros del baño de la oficina no qué puedo hacer
TEDX_M_096_SPA_0066,que puedo hacer para disminuir las consecuencias el daño la tengo que puedo hacer para reducirlo otra
TEDX_M_096_SPA_0067,que puedo hacer para evitar que esto me vuelva a suceder la pregunta que le hice a mi hija
TEDX_M_096_SPA_0068,o al menos que puedo aprender de lo que esta sucediendo
TEDX_M_096_SPA_0069,que puedo aprender seis preguntas sencillas y todas con el mismo esquema que acción yo para
TEDX_M_096_SPA_0070,empecé a aplicar eso en las consejerí­as lo comparti con el grupo de consejeros recuerde que esto ahora es algo
TEDX_M_096_SPA_0071,muy común el couching parte de ello tenemos mucha teorí­a pero en aquel entonces para mi fue una gran revelación y algo muy simplre que podemos aplicar
TEDX_M_096_SPA_0072,que mi invitación es a que nos llevemos esas preguntas para que la próxima vez que enfrentemos un reto sea lo que
TEDX_M_096_SPA_0073,realmente me cuestione que la siguiente vez que alguien en mi casa alguien de mis amigos alguien de mis colaboradores
TEDX_M_096_SPA_0074,y lo podemos hacer en la primera persona pero del plural que plural que podemos hacer nosotros para quien nos puede ayudar a
TEDX_M_096_SPA_0075,como disminuimos las consecuencias que ya generamos hemos desarrollado una cultura donde si me va mal en el en el negocio
TEDX_M_096_SPA_0076,el culpable es el gobierno es la competencia es la globalización
TEDX_M_096_SPA_0077,si me va mal en la casa es por culpa de mi mujer mi mujer que cree que es por culpa mia
TEDX_M_096_SPA_0078,nuestros hijos son un problema si tuvieramos buenos hijos serí­amos excelentes padres osea algo anda raro ahí­ no y los hijos dicen esque mis jefes son bien equis
TEDX_M_096_SPA_0079,entonces la propuesta es dejemos de estar pensando y enfocando nuestra mente en una actitud esclava que nos lleva a depender de un gobierno
TEDX_M_096_SPA_0080,otra persona un jefe la competencia y enfoquemonos
TEDX_M_096_SPA_0081,en hacernos las preguntas que nos lleven a tener una actitud libre y enfocarnos en resolver
TEDX_M_096_SPA_0082,mi invitación es que la próxima vez que se les quiebre el frasco
TEDX_M_096_SPA_0083,estemos contentos porque vamos a poder aplicar las preguntas de actitud libre gracias
TEDX_M_097_SPA_0001,el reto es este como enseñar matemáticas a un alumno ciego y tome por ahí­ un
TEDX_M_097_SPA_0002,eslogan o una un pensamiento de helen keller dice de pronto conocí­ solamente la oscuridad y el silencio
TEDX_M_097_SPA_0003,mi vida carecí­a de pasado y futuro pero una breve palabra expresada por los dedos de otra persona cayó en mi mano y mi corazón se regocijo
TEDX_M_097_SPA_0004,ante la dicha de vivir hellen keller hellen keller sordo ciega desde nacimiento
TEDX_M_097_SPA_0005,y ella hace diescisiete años me inspiro a meterme en esto de brayle
TEDX_M_097_SPA_0006,eneida guadalupe frendo nieblas ella e fue mi bienvenida
TEDX_M_097_SPA_0007,al la secundaria mi primer año como dicente yo vení­a de una empresa privada una compañí­a de seguros
TEDX_M_097_SPA_0008,por cuestión de razón social me lí­quidan me dan la oportunidad de presen de trabjar en la secundaria
TEDX_M_097_SPA_0009,entro al salón y a mano izquierda una niña sentada en la butaca doble aparato de sordera y ciega
TEDX_M_097_SPA_0010,la guí­a piense dos para ellos para que su preparación de la preparatoria
TEDX_M_097_SPA_0011,y quisiera no ret retirarme nada más con un pensamiento de se lo copie por ahí­ a albert einstain
TEDX_M_097_SPA_0012,dice la mente es como un paracaí­das si no se abre no funciona
TEDX_M_097_SPA_0013,dije auch como le voy hacer para que esa niña se lleve un conocimiento
TEDX_M_097_SPA_0014,niños con problemas visuales que asisten a la secundaria tenemos
TEDX_M_097_SPA_0015,yo tengo diescisiete años y la escuela tiene más de veinte años dando ese servicio
TEDX_M_097_SPA_0016,ahí­ no les cerramos la puerta a nadie de de ellos con ninguna discapacidad con alguna discapacidad
TEDX_M_097_SPA_0017,ahorita tenemos diez en en nuestro aulas y todos trabajando
TEDX_M_097_SPA_0018,jugando enseñandonos nuevos juegos como es el el gol ball y
TEDX_M_097_SPA_0019,para mi fue enieda ese punto que no dice hellen keller
TEDX_M_097_SPA_0020,puesto que cuando ingresó al segundo año yo pensé que ya de primero a segundo se permian ese en la misma letra dije
TEDX_M_097_SPA_0021,ya la ya la libre no pero no segundo año vuelvo a entrar y otra vez sentada esperandome
TEDX_M_097_SPA_0022,a que ingresará a su nuevo ciclo escolar dije patrón que paso de verás me quieres probar si soy maestro ono
TEDX_M_097_SPA_0023,pues si aquí­ estoy y muy muy a fondo muy integrado muy
TEDX_M_097_SPA_0024,e entrado con ellos ya se encariña uno con ellos y aprende uno muchas lecciones de vida
TEDX_M_097_SPA_0025,al estar al convivir a conocer sus problemas a conocer a su familia a todos ellos e se hace una gran amistad
TEDX_M_097_SPA_0026,eneida en diciembre no por estas fechas en segundo año una infección en su garganta
TEDX_M_097_SPA_0027,pierde totalmente el oí­do antes estaba ella escribiendo en el jardí­n a un lado del laboratorio
TEDX_M_097_SPA_0028,se pusó a escribir yo de curioso porque no conocí­a yo el brayle fui y le pregunte que estaba haciendo
TEDX_M_097_SPA_0029,sin dejar de escribir dice estoy e laborando una pastorela una que una pastorela
TEDX_M_097_SPA_0030,pedí­ permiso a mi maestro y me dio chance de o me dió oportunidad de escribirla yo auch
TEDX_M_097_SPA_0031,dije me invitas y dejo de escribir se va si si voy de verás vas te doy mi palabra que si voy
TEDX_M_097_SPA_0032,si yo le aviso y siguió diciembre se enferma pierde el oí­do deja de ir a la escuela
TEDX_M_097_SPA_0033,me manda a su mamá profe manda a decir eneida qie tal dia a tal hora es la pastorela ahí­ estoy
TEDX_M_097_SPA_0034,deberí­an de ir a esas pastorelas de verás porque salen con un nudo en la garganta de ver como chiquitos desde kinder
TEDX_M_097_SPA_0035,hasta sexto hasta secundaria que ella ya estaba en secundaria representan una pastorela chicos sordo mudos
TEDX_M_097_SPA_0036,bailan cantan villansicos y todo ese relajito
TEDX_M_097_SPA_0037,andube buscando quien me podí­a enseñar brayle ouf no hay escuelas no hay nada
TEDX_M_097_SPA_0038,que pueda a alguien acceder a la enseñanza de brayle por ahí­ en un periódico no le voy a hacer publicidad pus sale los domingos afuera de la iglesia
TEDX_M_097_SPA_0039,este salió un recorte que daban clases de brayle yo no lo compro soy honesto
TEDX_M_097_SPA_0040,pero dicen que hay que hablar con la verdad e pero me habla mi mamá dice oye pus salió un anuncio que enseñan brayle
TEDX_M_097_SPA_0041,enseguida me arranque lo compré recorte el periódico fui ups es para puros este catequistas
TEDX_M_097_SPA_0042,dije yo no soy catequista pero fui sábado de cinco a siete y media eran cuatro sábados
TEDX_M_097_SPA_0043,se presenta todo mundo de la iglesia de la parroquia y de bla bla bla bla
TEDX_M_097_SPA_0044,pus tuve que decir que de que iglesia iba y todo esto ji porque iba como catequista
TEDX_M_097_SPA_0045,y ya cuando me presento con el maestro que nos iba a dar la clase es psicólogo es ciego armando lomeli alejandre
TEDX_M_097_SPA_0046,y ya le dije soy maestro de secundaria tengo alumnos que son ciegos y necesito aprender el idioma en ese momento levantó la mano y dice vente tu te vienes acá conmigo
TEDX_M_097_SPA_0047,en un intermedio me dice quienes son le digo es verónica es jorge y escalina dice a yo los conozco dice están conmigo en el instituto de capacitación del niño ciego y sordo
TEDX_M_097_SPA_0048,que necesitas aprender esto le dije porque no hay año no hay ciclo escolar que no estemos recibiendo alumnos ciegos me interesa como maestro
TEDX_M_097_SPA_0049,darles esa capacitación o esa iducción para que no sean de de terminen su secundaria y toma tu guitarrita y vete a pedir limosna no
TEDX_M_097_SPA_0050,el lenguaje brayle esta para el que lo ve por primera vez dice uf ta complicado y no
TEDX_M_097_SPA_0051,to cuatro sábados de cinco a siete y media me dieron lo básico el lo básico para
TEDX_M_097_SPA_0052,lo que es el alfabeto números palabras acentuadas etcétera
TEDX_M_097_SPA_0053,y dije no yo quiero mi materia yo doy matemáticas
TEDX_M_097_SPA_0054,y ahí­ fue donde empecé yo por mi cuenta empezarme a meter a internet a sacar información de como el lenguaje brayle traducirlo a matemáticas
TEDX_M_097_SPA_0055,pero no nada más fue ya traducirlo sino me licenciado lomeli alejandre mi maestro
TEDX_M_097_SPA_0056,sino como implementar material didáctico para que ellos también trabajen que no sean como
TEDX_M_097_SPA_0057,perdón otra butaca más dentro del salón no los releguemos
TEDX_M_097_SPA_0058,sino también integrarlos darles su material su cue su juego de geometrí­a
TEDX_M_097_SPA_0059,y ponerlos a trabajar a quets quemu tomen medidas a que saquen ángulos entos se empezó a mi ardilla emepezó a trabajar haber como como como le hago
TEDX_M_097_SPA_0060,el maestro me dice hay un material plástico que se llama mica auto aderible dije bueno como dibujo
TEDX_M_097_SPA_0061,tons fui con un alumno que se quedaba hasta las seis de la tarde e ciego dije oye como dibujas
TEDX_M_097_SPA_0062,dice hay profe e tiene opalina si tengo biopalina aquí­ esta dice tiene fomi no me atravese compre la opalina
TEDX_M_097_SPA_0063,la puso la acomodo dice que quiere dibujar lo que quieras pero dibujale hizo una a mayúscula
TEDX_M_097_SPA_0064,dice ahora presteme su punzón ay jorge ahora fui yo toma ya le empezó a picar volteo la hoja
TEDX_M_097_SPA_0065,y estaba la letra ya este dibujada orale ya a partir de ahí­ emepecé a
TEDX_M_097_SPA_0066,a hacer mis propios trazos el es jorge el es mi mi maestro de dibujo
TEDX_M_097_SPA_0067,y este ahora ya lo que es el álgebra que doy algebrá e trigonometrí­a geometrí­a
TEDX_M_097_SPA_0068,entonces a ellos ya les empiezo yo a manejarles esa situación este es un cateto este es otro cateto esta es la hipotenusa
TEDX_M_097_SPA_0069,al principio si hay esa resistencia de que uno les tome la mano le tomo la mano y que hubole porque me estas tomando la mano
TEDX_M_097_SPA_0070,le digo mira prestame tu mano a es esto esto y explicarles la clase
TEDX_M_097_SPA_0071,y da buenos resultados ese ese rozamiento ese situación de
TEDX_M_097_SPA_0072,de romper el hielo de maestro a alumno quizas al alumno normal no le toma uno la mano
TEDX_M_097_SPA_0073,quisiera uno a veces porque ya ponte a trabajar porque no estas haciendo nada como en la primaria no o dejame trabajar sientate dejame trabajar
TEDX_M_097_SPA_0074,pera él ya sabe que con el momento que me siento yo con alumno ciego seac se a
TEDX_M_097_SPA_0075,se acercan a otros alumnos que esten un poquito más avanzados y le digo que te explique él no por favor estoy trabajando con ey y no hay problema
TEDX_M_097_SPA_0076,no van y se quejan que no les quize enseñar porque estan viendo que estoy trabajando con un alumno ciego
TEDX_M_097_SPA_0077,este material dul es el que les da luego la secretarí­a de educación el verde
TEDX_M_097_SPA_0078,y la tableta negra es una regleta que le llaman ahi meten la hoja y no estan este como se llama
TEDX_M_097_SPA_0079,cambiando una regla normal ahí­ meten y hasta que se acaba la hoja ya le dan la vuelta
TEDX_M_097_SPA_0080,bien curioso porque ellos le dan la vuelta acomodan la hoja y siguen escribiendo al al reverso yo todaví­a no lo puedo hacer
TEDX_M_097_SPA_0081,y yot no profe es bien fácil ey fácil pus ese es tu mundo no yo todaví­a no todaví­a no le hago a eso
TEDX_M_097_SPA_0082,es un e transportador antes de y terminado es un geoplano
TEDX_M_097_SPA_0083,perforado con clavos ligas y ellos ese trabajo que esta en las ligas verdes es trabajo de ellos
TEDX_M_097_SPA_0084,porque uno les da las coordenadas el eje cartesiano entonces es el reto que tengo yo de que logren hacer eso
TEDX_M_097_SPA_0085,y el transportador pus es para que sepan ellos como moverlo donde tiene que moverloy tomar la medida del ángulo ese es el
TEDX_M_097_SPA_0086,si alguien por aquí­ piensa ser profe aguas vayanle bajenle pensando como le van hacer a ustedes también
TEDX_M_097_SPA_0087,es tenemos ahí­ a edgar esta midiendo martí­n es un geoplano poco más grande y esta trabajando en el escritorio
TEDX_M_097_SPA_0088,tons nadie se acerque a trabajar con martí­n porque el ya tiene las instrucciones y son muy buenos mentalmente reteniendo la información que van a plasmar
TEDX_M_097_SPA_0089,en un geoplano edgar pues ahí­ estas tomando medidas de un triangulo para poder sacar el perí­metro y las áreas de su trabajo
TEDX_M_097_SPA_0090,ahí­ tenemos más ejemplos e david trabajando un geoplano normal y tabajando con cubos lo que es el volumen
TEDX_M_097_SPA_0091,león leonel leonel es algo especial acaba de salir
TEDX_M_097_SPA_0092,hace dos años esta en tercer semestre en la vocacional y ya esta causando problemas a los profes de la vocacional
TEDX_M_097_SPA_0093,porque hora si el los esta parando de cabeza a los profes de la prepa en como darles matemáticas
TEDX_M_097_SPA_0094,acaba de hacer un cuento entro a un concurso de ir en la vocacional esta entre los primeros cinco lugares
TEDX_M_097_SPA_0095,con su cuento y es el único alumno del turno vespertino ahí­ con su medalla de ajedrez les llegó a ganar a alumnos
TEDX_M_097_SPA_0096,videntes y cosa rara no quien te ganó un ciego u tonces como que je
TEDX_M_097_SPA_0097,no veo es no tener cara pa decir quien les ganó verdad ahí­ estoy yendo yo a a uno de mis alumnos como medir ángulo
TEDX_M_097_SPA_0098,son horita mis alumnos en la secundaria alex y edgar entonces ese esta profesión de maestro tiene muchos retos
TEDX_M_097_SPA_0099,que un alumno se lleve un conocimiento pero mas retos todaví­a cuando el alumno es discapacitado visual
TEDX_M_097_SPA_0100,son algunos de los artí­culos que he hecho en papel enmico el dibujo luego
TEDX_M_097_SPA_0101,lo punteo para que ellos sepan de que estan de que estamos hablando cof
TEDX_M_097_SPA_0102,ahorita la escuela creo que es la única secundaria que cuenta con una impresora brayle estamo como dato ya elaboramos la
TEDX_M_098_SPA_0001,dos ideas que son difí­ciles de creer lo que yo espero es que esas dos ideas
TEDX_M_098_SPA_0002,se las voya dar como dos semillas que se van a plantar y van a ir creciendo poco a poco hasta que los invadan
TEDX_M_098_SPA_0003,y ya no tengan otro remedio más que buscar un for como este para comunicarlo a todos los démas y contagiar a todos los démas
TEDX_M_098_SPA_0004,en mi caso esas dos semillas se plantaron hace diez años y me tomó vivir y trabajar en más de veinticinco paí­ses
TEDX_M_098_SPA_0005,para estar aquie el dia de hoy con ustedes el tema de hoy es tres pasos al éxito pero esta idea
TEDX_M_098_SPA_0006,no es muy difí­cil de creer de hecho son bastante lógicos lo que es más difí­cil de creer es que estos tres pasos
TEDX_M_098_SPA_0007,son exactamente los mismos en donde sea que esten en cualquier paí­s en cualquier cultura
TEDX_M_098_SPA_0008,en cualquier industria en cualquier trabajo para cualquier idea que ustedes tengan en donde sea es lo mismo
TEDX_M_098_SPA_0009,porque les digo esto a mi me ha tocado trabajar con gente desde comerciantes pequeños hasta lí­deres de las compañias mas grandes del mundo y lí­deres de estado
TEDX_M_098_SPA_0010,y en cualquier paí­s que estaba todos me decí­an lo mismo rafa muy buena idea y si eso esta buení­simo pero
TEDX_M_098_SPA_0011,aquí­ no se puede aquí­ en tailandia aquí­ en suiza aquí­ en estados unidos aquí­ en colombia
TEDX_M_098_SPA_0012,aquí­ en caxastan aquí­ no se puede allá si se puede allá sí­ pero aquí­ no hasta que dije bueno
TEDX_M_098_SPA_0013,basta no si aquí­ no se puede entonces en donde que más nos queda no
TEDX_M_098_SPA_0014,una ilustración para ver lo ilógico que es esta idea que todos los seres humanos de cualquier lugar del mundo compartimos
TEDX_M_098_SPA_0015,vamos a pensar cual es el mejor remedio del mundo en méxico muchos diran ira hay una crema para la piel
TEDX_M_098_SPA_0016,de un laboratorio suizo buení­sima no te arregla todo te la pones aquí­ te quita el dolor de cabeza en suiza hay algo que le llaman suedebiter
TEDX_M_098_SPA_0017,que quiere decir el elixir sueco se lo ponen para todo se lo toman cuando les duele la cabeza y en suecia
TEDX_M_098_SPA_0018,tienen una creama ahí­ que tiene el el milagro o el secreto maya que viene de méxico
TEDX_M_098_SPA_0019,pus a que estamos jugando no en donde sea es lo mismo cualquier paí­s
TEDX_M_098_SPA_0020,a reservas de guerras y epidemias van a tener los mismos obstaculos las mismas oportunidades y esos mismos tres pasos para el éxito van a ser iguales
TEDX_M_098_SPA_0021,tonces si vamos a ver estos tres pasos la visión la educación
TEDX_M_098_SPA_0022,y el trabajo la visión es el que voy hacer a donde quiero llegar ver claramente tus objetivos
TEDX_M_098_SPA_0023,la educación es el como lo voy hacer más allá de lo básico primria universidad maestrí­a también influye el desarrollo profesional la experiencia que tenemos
TEDX_M_098_SPA_0024,el trabajo es el orale no hay de otra si queremos crezar un un crecer una idea una compañia nos va tocar trabajar y mucho
TEDX_M_098_SPA_0025,estos tres pasos son igual de necesarios para el éxito de cualquier proyecto en donde sea
TEDX_M_098_SPA_0026,sin embargo haciendo consultaria de desarrollo de negocios me tocó darme cuenta que al hacer ese primer análisis de que es lo que le falta a un proyecto
TEDX_M_098_SPA_0027,en la gran mayorí­a nueve de diez veces lo que falta es uno de los tres y es la visión
TEDX_M_098_SPA_0028,a diferencia de lo que la mayorí­a piensa no es la educación o el trabajo que viene faltando es la visión si la visión es ese gran sueño
TEDX_M_098_SPA_0029,es la claridad de tus objetivos y de tus metas es la estrategia para poder lograrlos es el enfoque para caminar una lí­nea recta
TEDX_M_098_SPA_0030,es la ambición para crecer es aspirar a lograr un impacto es la actitud para aguantar los malos momentos y el temple para no perder la cabeza en los buenos
TEDX_M_098_SPA_0031,les dije que todos eran igual de necesarios pero si hay uno que va primero y que es más importante y es la visión una visión clara nos permite
TEDX_M_098_SPA_0032,saber que nos falta por aprender y hace la educación mucho más relevante una visión clara con una educación relevante
TEDX_M_098_SPA_0033,hace el trabajo mucho más eficiente hagamos un análisis muy rápido de desarrollo de un proyecto que se llama méxico
TEDX_M_098_SPA_0034,el tema mas relevante para aquí­ en tedex tijuana pensé
TEDX_M_098_SPA_0035,muchas gentes o la hipotesis será que dicen que a méxico le falta trabajo clásico no
TEDX_M_098_SPA_0036,somos flojos los mexicanos la el el la imagen del mexicano hechandose una siesta al lado del cactús
TEDX_M_098_SPA_0037,sin embargo si nos vamos a las estadí­sticas méxico figura el primer lugar de treinta y cuatro paí­ses de la o ese de por los últimos seis años
TEDX_M_098_SPA_0038,en el mayor número de horas al año por trabajador tons claro esta que no falta trabajo segundo punto
TEDX_M_098_SPA_0039,las estadí­sticas muestran que a nivel general la educación en méxico pus tiene camino por recorrer hay mucha oportunidad para mejorar de acuerdo
TEDX_M_098_SPA_0040,pero vamos a poner estos números en contexto comparemos con suiza suiza tiene ocho millones de habitantes
TEDX_M_098_SPA_0041,yo les aseguro y todos estaran de acuerdo que podemos encontrar de todos los ciento veinte millones de mexicanos es el menos del siete por ciento
TEDX_M_098_SPA_0042,ocho millones de mexicanos que estan igual o mejor educados que toda la población de suiza
TEDX_M_098_SPA_0043,sin embargo cuando vemos las compañias más grandes del mundo suiza tiene ocho y llegó a tener hasta quince en algún momento méxico solo tiene tres
TEDX_M_098_SPA_0044,cuando vemos las compañias con mayor reputación a nivel mundial suiza tiene tres méxico no figura en esa lista
TEDX_M_098_SPA_0045,que es lo que falta educación no número de gente educada tenemos igual o más lo que le falta a méxico al proyecto de méxico es más visión
TEDX_M_098_SPA_0046,es la visión para quere lograr lo que nos proponemos una visión o una ambición también de ser los mejores del mundo
TEDX_M_098_SPA_0047,vamos hacer un benchmark en este análisis ya que nos damos cuenta que lo que nos falta es visión y vamos a ver cual es el paí­s
TEDX_M_098_SPA_0048,alrededor del mundo que a nivel general tine mucha visión y no tenemos que ir muy lejos aquí­ a un kilómetro esta estados unidos llevan generaciones
TEDX_M_098_SPA_0049,creando una un lema del paí­s que le dicen a todo mundo lobos e estados unidos tiene esto que se llama land of opportunity
TEDX_M_098_SPA_0050,the american dream es un marketing que le hacen a su gente los niños en estados unidos crecen soñando hacer cosas grandes
TEDX_M_098_SPA_0051,es tan bueno ese marketing que gente de alrededor del mundo muy educada y muy trabajadora cuando tiene un sueño piensa en irse a estados unidos para lograrlo
TEDX_M_098_SPA_0052,entos yo les pregunto una cosa en donde esta el sueño mexicano les dije que les iba a dar dos semillas espero que crezcan fuertes
TEDX_M_098_SPA_0053,en donde sea es lo mismo entonces empecemos aquí­ y hoy a construir el gran sueño mexicano muchas gracias
TEDX_M_099_SPA_0001,me encanta ver la cara de incredulidad de la gente cuando nos preguntan ustedes hicieron taco master
TEDX_M_099_SPA_0002,la gente no cree no cree que alguien de de la de la comunidad pueda hacer cosas increí­bles
TEDX_M_099_SPA_0003,como llegar al número uno en el apple store o al windows store o ganar un entivi como mejor juego del año
TEDX_M_099_SPA_0004,creer es gratis y no nos cuesta porque no creemos en nosotros porque no creemos en nuestro equipo de trabajo
TEDX_M_099_SPA_0005,dos millones de descargas a tenido nuestro video juego taco master en mas de ciento ochenta paí­ses
TEDX_M_099_SPA_0006,empezó hace cuatro años cuando decidimos conocer el talento que habí­a aquí­ local y nos dimos cuenta
TEDX_M_099_SPA_0007,la cantidad de gente que hay creativa músicos la gente de voz gente que hace animación
TEDX_M_099_SPA_0008,mucha gente creativa alrededor de uno tons decidimos traer a gente experta de otros paí­ses
TEDX_M_099_SPA_0009,para que entrenaran un poquito más en tecnologí­a a este talento local trajimos gente de estados unidos
TEDX_M_099_SPA_0010,gente de inglaterra gente nueva zelanda y cuando estas personas vinieron a entrenar a estos chavos y chavas
TEDX_M_099_SPA_0011,decí­an oyes estos pueden estar trabajando en cualquier parte del mundo son muy buenos
TEDX_M_099_SPA_0012,tonces la gente se la empezó a creer ellos mismos que tienen la capacidad de crear y de exportar esto a ciento ochenta paí­ses en el mundo
TEDX_M_099_SPA_0013,después nos pusimos otros reto hacer un videojuego de consola pero todo mundo decí­a oyes que en méxico nunca se ha hecho un videojuego de consola
TEDX_M_099_SPA_0014,como es que ustedes si lo pueden hacer los chavos se pusieron a entrenarse programar a dibujar a ver videojuegos
TEDX_M_099_SPA_0015,en todo el mundo y lanzamos este videojuego del chavo para nintendo wii
TEDX_M_099_SPA_0016,e se esta vendiendo en brazil en méxico solamente con la creatividad mexicana y de aquí­ de guadalajara
TEDX_M_099_SPA_0017,dijimos bueno una pelí­cula porque no podemos hacer una pelí­cula en tercera dimensión
TEDX_M_099_SPA_0018,nunca se habí­a hecho aquí­ en guadalajara en en dos dimensiones ni en méxico en tercera dimensión
TEDX_M_099_SPA_0019,tonces nos pusimos el reto de entrenar una gente primero paras tener las capacidades de hacer algo en tercera dimensión
TEDX_M_099_SPA_0020,y dijimos bueno vamos a terminarla no la terminamos y la sorpresa mas importante es que
TEDX_M_099_SPA_0021,empezó a ganar premios en inda en argentina como mejor pelí­cula para niños o aquí­ en guadalajara el festival internacional de cine
TEDX_M_099_SPA_0022,y no la empezaron a pedir en diferentes festivales a nivel mundial tonces dijimos bueno pus vamos a intentar a ver si puede estar en el cine
TEDX_M_099_SPA_0023,y hoy en dia esta en carteleras y proxismamente estara en internet para que la bajen y la puedan ver todos ustedes
TEDX_M_099_SPA_0024,que hacemos creer en el talento si y lo que les pido es que crean en ustedes
TEDX_M_099_SPA_0025,que crean en el equipo de trabajo que crean en su corazón y haz taco
TEDX_M_100_SPA_0001,mi padre abuelo y visabuelo fueron médicos ser doctor esta en mi sangre es mi vocación
TEDX_M_100_SPA_0002,así­ estudie años para tratar a casos complejos y enfermos crí­ticos en la unidad de cuidados intensivos
TEDX_M_100_SPA_0003,mis hermanos ingenieros brillantes mi siempre presente madre psicóloga
TEDX_M_100_SPA_0004,me hicieron una especie de quimera de ciencia y sensibilidad donde persivo
TEDX_M_100_SPA_0005,el dolor del paciente y su familia al estar cerca de ellos al momento de morir
TEDX_M_100_SPA_0006,fu una vez me pelie con mis hermanos estabamos discutiendo sobre el tiempo asignado en el horario
TEDX_M_100_SPA_0007,restringido de visita en la unidad de cuidados intensivos mi padre habí­a caí­do enfermo no nos dejaban entrar más que uno por uno
TEDX_M_100_SPA_0008,era el año en que yo iba a entrar a la escuela de medicina era el año en que el me iba a dar clases por primera vez
TEDX_M_100_SPA_0009,el dia que se marchó yo no estuve ahí­ ahora la manera en que morimos es diferente antes una infección catastrófica un infarto súbito
TEDX_M_100_SPA_0010,o un accidente nos llevaban en corto plazo pero ahora gracias a más y mejores medicamentos nuevas y sfisticadas tecnologí­as
TEDX_M_100_SPA_0011,vida artificial podemos soportar o sustituir casi cada órgano o sistema por medio de tubos sondas y cateteres
